AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BEDROOM,SALES_PRICE
KK Nagar,2136,149,3,2,5,Partial,Yes,Others,NoSewr ,Paved,RM,2.3,4.8,12967200
Karapakkam,1165,39,1,1,3,AdjLand,Yes,Others,ELO,Gravel,C,3.5,3.2,7557625
Adyar,1132,64,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,I,4.2,3.7,7852185
Karapakkam,813,99,1,1,2,AdjLand,No,House,NoSewr ,Gravel,A,4.9,3,4198000
Chrompet,815,139,1,1,3,AdjLand,Yes,Commercial,NoSewr ,Gravel,RH,2.7,4,11518200
Chrompet,1277,19,2,1,4,Partial,No,Commercial,ELO,Paved,RM,4.7,2,14407200
Chrompet,1028,54,1,1,3,Partial,No,Commercial,NoSewr ,Paved,RH,4.7,2,11206050
Anna Nagar,1572,94,1,1,4,AbNormal,No,Others,ELO,No Access,RM,4.7,4.8,12206870
Velachery,1507,2,2,1,4,AbNormal,No,House,AllPub,Gravel,I,3.1,3.4,7807300
Chrompet,1002,70,1,1,3,AbNormal,Yes,Others,NoSeWa,No Access,RM,4.3,4.4,9927740
Adyar,1023,102,1,1,3,Normal Sale,No,Commercial,NoSeWa,Paved,C,4.1,5,10812320
Velachery,1506,65,2,1,4,AbNormal,Yes,House,NoSeWa,Gravel,C,3.7,2,7862110
KK Nagar,1348,139,2,1,4,Normal Sale,No,House,NoSewr ,Paved,RH,2.5,2.9,7884540
Chrompet,1125,67,1,1,3,AdjLand,No,Commercial,ELO,No Access,RM,2.1,2.1,13021950
Chrompet,1066,184,1,1,3,AdjLand,No,Others,NoSeWa,Gravel,RM,2.9,2.5,10248370
Velachery,1797,96,2,1,4,AdjLand,Yes,Commercial,ELO,Paved,RL,3.3,4.3,16349020
KK Nagar,1459,32,2,1,4,Family,No,House,NoSeWa,Paved,RL,4.4,3,8328620
Karapakkam,604,17,1,1,2,Partial,Yes,Commercial,NoSewr ,Gravel,C,2.3,4.5,6497000
Velachery,1808,12,3,2,5,Family,No,Commercial,NoSewr ,No Access,RL,4.3,3.5,13898300
Chrompet,732,0,1,1,2,AbNormal,Yes,Commercial,ELO,No Access,RM,3.5,2.5,10847700
Chrompet,1205,141,2,1,4,AdjLand,No,Others,NoSeWa,Gravel,RL,4.8,3.3,10415550
Karapakkam,712,67,1,1,2,AbNormal,No,Commercial,NoSewr ,Gravel,RH,3.2,2,7379750
T Nagar,1710,194,1,1,4,AbNormal,No,Others,NoSewr ,Gravel,RL,2.6,3.2,13839120
Chrompet,1154,2,1,1,3,Partial,No,House,NoSeWa,Paved,RH,2.3,3.4,7734200
Anna Nagar,1783,14,1,1,4,AdjLand,Yes,House,ELO,No Access,RH,2.3,4.6,12116010
Karapakkam,1221,180,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RL,2.5,4.3,8241375
Karapakkam,752,158,1,1,2,Partial,Yes,Commercial,AllPub,Paved,RM,4.1,2.9,9044500
Velachery,1906,6,3,2,5,Family,No,Others,NoSewr ,Gravel,C,4.1,4.2,9047980
Karapakkam,1119,59,1,1,3,Family,Yes,Others,NoSewr ,Gravel,A,3.1,2.7,6546625
Chrompet,865,33,1,1,3,AbNormal,No,Commercial,AllPub,Gravel,RH,2.8,4.1,10847000
Chrompet,1224,153,2,1,4,Family,No,House,AllPub,Gravel,RH,3.3,4.3,8799300
T Nagar,1520,197,1,1,4,AbNormal,Yes,Commercial,ELO,Paved,RH,3.8,4.8,17442610
Karapakkam,1070,2,1,1,3,Family,Yes,House,AllPub,No Access,C,3,2.5,5702750
Anna Nagar,1719,126,1,1,4,AbNormal,No,Others,AllPub,Gravel,RL,3.1,4.8,13714220
Chrompet,752,116,1,1,2,Normal Sale,No,Others,NoSeWa,Paved,RM,4.1,2,7695240
Karapakkam,1624,64,2,2,4,Family,No,Others,NoSewr ,Gravel,I,2.2,2.1,7802500
Velachery,1590,59,2,1,4,AdjLand,No,Others,ELO,Gravel,RM,4.6,4,10858770
Chrompet,779,35,1,1,2,Normal Sale,Yes,House,NoSeWa,Gravel,RM,2.5,2.7,9009200
Velachery,1789,98,2,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RM,3.9,3.2,12564470
Adyar,926,169,1,1,3,Normal Sale,Yes,House,NoSewr ,Gravel,I,4,3.8,8813065
Chrompet,998,51,1,1,3,Partial,No,House,NoSeWa,No Access,RH,3,2.8,6207400
Chrompet,887,95,1,1,3,AbNormal,No,Commercial,NoSeWa,Paved,RH,2.6,4.7,10411700
Chrompet,721,161,1,1,2,Partial,Yes,House,NoSeWa,No Access,RL,2.5,4,7195550
Velachery,1784,11,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RH,4.5,3.1,10893960
Karapakkam,907,142,1,1,3,Partial,Yes,Commercial,NoSewr ,Paved,C,2.5,4.2,7321000
KK Nagar,1997,135,3,2,5,Family,Yes,Others,AllPub,Paved,RM,4.9,2.4,12867540
Anna Nagar,1933,118,2,1,5,AdjLand,Yes,Commercial,ELO,Gravel,RH,4.7,4,21809430
Velachery,1953,165,3,2,5,AdjLand,Yes,Commercial,NoSewr ,Gravel,C,5,2.8,16495290
Chrompet,913,108,1,1,3,AbNormal,Yes,Commercial,NoSewr ,No Access,RM,4.7,3.4,12295050
Chrompet,1060,44,1,1,3,Family,No,Commercial,NoSewr ,No Access,RH,3.2,3.2,10843350
KK Nagar,1601,133,2,1,4,Family,Yes,Others,NoSewr ,Paved,RH,3.1,3.7,10009600
Anna Nagar,1703,45,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RM,4.9,4.3,21544930
T Nagar,1812,129,2,1,5,AbNormal,Yes,Others,NoSewr ,Paved,RL,4.8,4.3,14637520
Karapakkam,1145,145,1,1,3,AbNormal,Yes,Commercial,NoSewr ,No Access,I,4.6,2,9255500
T Nagar,1678,39,1,1,4,AdjLand,Yes,House,NoSewr ,No Access,RH,2.5,2.8,11848470
Chrompet,1262,139,2,1,4,Normal Sale,Yes,Others,AllPub,Gravel,RM,4.6,2.6,12078690
Chrompet,1138,36,1,1,3,AbNormal,No,Commercial,AllPub,Gravel,RM,3.4,3.6,14414800
Anna Nagar,1943,172,2,1,5,AdjLand,Yes,Commercial,ELO,No Access,RM,2.1,3.4,22459910
Karapakkam,1277,190,1,1,3,Family,No,Commercial,AllPub,Paved,RL,2,2.4,10587750
Anna Nagar,1639,80,1,1,4,Normal Sale,Yes,House,ELO,No Access,RH,3.3,3.7,11333220
T Nagar,1580,35,1,1,4,AdjLand,No,Commercial,NoSeWa,Paved,RM,2.9,5,19286610
T Nagar,1900,113,2,1,5,Family,Yes,Commercial,NoSeWa,Gravel,RL,4.9,3,22186250
Chrompet,1033,49,1,1,3,Family,No,House,NoSeWa,Gravel,RH,3.9,4.9,8111250
KK Nagar,1969,150,3,2,5,Normal Sale,No,Commercial,NoSeWa,Gravel,RM,3.3,3.9,16889580
Anna Nagar,1847,30,2,1,5,AbNormal,Yes,Others,ELO,Paved,RM,2,4.7,15356550
Velachery,1563,179,2,1,4,Family,No,House,ELO,No Access,C,3.7,4,6087100
Anna Nagar,1756,24,1,1,4,Partial,No,Others,NoSewr ,Gravel,RM,4.7,4.1,14179360
Anna Nagar,1698,9,1,1,4,AbNormal,No,Others,AllPub,Paved,RM,2.5,2.8,13753510
Anna Nagar,1689,29,1,1,4,AdjLand,No,Commercial,NoSewr ,No Access,RL,3.7,4.8,18588600
Anna Nagar,1680,61,1,1,4,Family,No,Others,AllPub,Gravel,RL,3.7,3.4,13367060
Chrompet,1170,184,1,1,3,Partial,No,Others,NoSeWa,Gravel,RH,3,4,8936650
Karapakkam,1030,152,1,1,3,Partial,No,Others,ELO,Paved,I,4,2.1,5140750
Karapakkam,1338,69,2,2,4,AdjLand,No,Others,AllPub,No Access,I,4.3,4.2,6784000
Adyar,1217,125,2,2,4,AdjLand,No,Commercial,NoSewr ,Gravel,RL,3.2,2.1,14908785
KK Nagar,1984,6,3,2,5,AbNormal,Yes,Others,AllPub,Gravel,RM,2.8,3.3,13338780
KK Nagar,2322,40,4,2,6,Family,No,Commercial,AllPub,Gravel,RH,4.7,2.2,17790400
Anna Nagar,1691,145,1,1,4,AdjLand,No,House,NoSewr ,Paved,RH,3.2,3.9,11855350
Anna Nagar,1689,0,1,1,4,Normal Sale,Yes,Others,AllPub,Gravel,RM,2.3,2.6,14993570
Anna Nagar,1703,167,1,1,4,Family,Yes,Others,ELO,No Access,RH,3.1,2.6,12416270
Velachery,1828,142,3,2,5,Family,Yes,Others,ELO,No Access,A,4.8,4,8516690
Velachery,1545,65,2,1,4,Partial,No,Others,ELO,No Access,A,3.6,4,6074780
Karapakkam,1686,15,2,2,4,Partial,Yes,Commercial,AllPub,No Access,A,4.2,3.5,10508500
Chrompet,1136,39,1,1,3,AbNormal,No,Others,AllPub,No Access,RL,2.3,4.5,8802320
Velachery,1997,7,3,2,5,Family,No,Others,AllPub,Paved,A,3.7,2.1,8391470
Adyar,878,103,1,1,3,AdjLand,No,Others,ELO,No Access,RM,2.2,2.8,8576620
Chrompet,1057,145,1,1,3,Partial,Yes,Commercial,NoSewr ,Gravel,RL,4.9,4.6,13659200
Karapakkam,1457,42,2,2,4,Partial,Yes,House,NoSeWa,Paved,RH,4.4,3.4,7758500
Adyar,1021,42,1,1,3,Normal Sale,Yes,Commercial,ELO,Paved,RM,4.3,3.8,14281030
Velachery,1519,2,2,1,4,Partial,Yes,Commercial,NoSewr ,Paved,RH,2.7,2.3,13050750
Adyar,724,126,1,1,2,AbNormal,Yes,Others,NoSeWa,Paved,A,2.2,2.5,6274535
KK Nagar,2004,171,3,2,5,AbNormal,Yes,Commercial,NoSewr ,Paved,RM,4.7,4.1,17398940
Chrompet,734,136,1,1,2,Family,No,Others,AllPub,No Access,RL,2.4,4.7,6473180
T Nagar,1770,176,1,1,4,Normal Sale,Yes,House,ELO,Paved,RM,3.2,4.3,13877710
Chrompet,814,194,1,1,3,Normal Sale,No,House,NoSewr ,Paved,RM,3.2,3.1,8131700
KK Nagar,1486,53,2,1,4,AbNormal,Yes,Commercial,AllPub,Gravel,RL,2.5,4.5,14398080
Chrompet,1215,184,2,1,4,AdjLand,No,House,NoSeWa,Paved,RL,2.8,4.5,9307200
Adyar,973,4,1,1,3,Partial,No,Commercial,ELO,No Access,RH,4.3,4.7,10940805
Chrompet,869,200,1,1,3,AbNormal,Yes,Others,AllPub,Paved,RL,3.2,4.4,9374280
Karapakkam,640,37,1,1,2,Partial,Yes,Others,ELO,Gravel,C,3.5,3.1,4873750
Chrompet,969,60,1,1,3,AdjLand,No,Commercial,NoSewr ,Gravel,RL,4.4,2.8,12412600
KK Nagar,1609,191,2,1,4,Family,No,House,NoSeWa,Paved,RL,2.2,4.8,8640800
KK Nagar,1689,44,2,1,4,Normal Sale,Yes,House,AllPub,Paved,RM,4.8,4.8,11182520
KK Nagar,1917,113,3,2,5,Partial,No,Others,NoSewr ,Gravel,RM,3.6,2.3,11847900
Chrompet,1178,90,1,1,3,Family,Yes,Others,NoSewr ,Paved,RL,4.4,3.1,10651460
Velachery,1530,69,2,1,4,Partial,No,Commercial,AllPub,Paved,A,2.6,4.7,10918760
Velachery,1622,66,2,1,4,Family,Yes,Others,NoSewr ,Gravel,I,4.8,3.6,10191950
Adyar,1013,153,1,1,3,AbNormal,Yes,Others,NoSeWa,Paved,RM,4.6,3.5,10813485
Chrompet,1244,68,2,1,4,Family,Yes,Commercial,NoSewr ,No Access,RM,3.5,2.3,14703750
Velachery,1840,52,3,2,5,Partial,No,Others,NoSeWa,No Access,I,2.4,2.9,8243200
T Nagar,1930,13,2,1,5,Normal Sale,No,House,ELO,No Access,RL,2.1,3.4,11727250
Velachery,1942,91,3,2,5,AdjLand,No,House,AllPub,No Access,I,4.3,4.6,8905050
Velachery,1722,108,2,1,4,Partial,Yes,Others,ELO,Gravel,RM,4.3,3.8,11457330
Adyar,1182,187,1,1,3,AbNormal,Yes,Commercial,NoSeWa,Paved,RM,4.6,2.9,15389035
Adyar,1246,44,2,2,4,AbNormal,Yes,Commercial,NoSeWa,Paved,I,2.4,4,14393810
Chrompet,925,93,1,1,3,Partial,Yes,House,NoSeWa,Paved,RL,3.5,4,8452000
Karapakkam,1434,166,2,2,4,Family,No,House,AllPub,Paved,RH,2.7,4.6,7034750
Chrompet,1081,115,1,1,3,Family,No,House,NoSeWa,Gravel,RM,2.6,2.1,8944400
Chrompet,794,148,1,1,2,Normal Sale,Yes,Others,AllPub,No Access,RM,3.8,2.8,8723530
Adyar,685,83,1,1,2,Partial,No,Others,NoSeWa,Paved,I,2.9,2.7,6086550
KK Nagar,2025,3,3,2,5,AdjLand,No,Commercial,NoSewr ,Gravel,RM,4.6,2,17645160
Velachery,1581,161,2,1,4,AbNormal,Yes,Others,NoSewr ,Paved,A,3.9,3.7,8267060
KK Nagar,1731,191,2,1,4,Normal Sale,No,House,NoSeWa,Gravel,RM,3,2.4,10256260
Karapakkam,1243,51,1,1,3,AbNormal,Yes,Commercial,NoSewr ,No Access,I,4,3.5,9563000
Chrompet,1184,197,1,1,3,AdjLand,Yes,House,AllPub,Gravel,RH,4.2,5,9930400
Velachery,1704,66,2,1,4,AdjLand,No,House,ELO,Paved,C,3.7,2.2,7811540
Adyar,961,178,1,1,3,Family,Yes,Others,ELO,No Access,I,4.9,2.8,7811430
Karapakkam,610,108,1,1,2,Normal Sale,No,Commercial,NoSewr ,No Access,I,2.1,3.3,5332750
Adyar,640,77,1,1,2,Partial,No,Commercial,AllPub,No Access,A,2.5,4.5,6445810
Karapakkam,1650,140,2,2,4,AdjLand,No,Commercial,ELO,Gravel,C,2.4,4.1,11543750
Adyar,734,134,1,1,2,Family,No,Others,ELO,Gravel,A,4.9,4.2,5550090
Chrompet,717,171,1,1,2,AbNormal,Yes,Commercial,NoSewr ,No Access,RH,4.7,4.6,9606700
Karapakkam,1419,185,2,2,4,Partial,No,House,ELO,Paved,RM,2.7,4.5,7866250
KK Nagar,2055,158,3,2,5,Normal Sale,Yes,House,NoSewr ,Paved,RL,4.8,2.8,11604220
Chrompet,1010,23,1,1,3,Partial,Yes,Others,AllPub,No Access,RL,2,2.8,8777950
Chrompet,1011,14,1,1,3,Normal Sale,No,Commercial,NoSewr ,Paved,RH,3.8,2.5,11251850
Anna Nagar,1806,68,2,1,5,Normal Sale,Yes,Commercial,AllPub,No Access,RH,3.9,3.9,19730040
Adyar,1225,15,2,2,4,AdjLand,No,Others,AllPub,Paved,A,4.7,4.6,8393515
Adyar,1252,177,2,2,4,Family,Yes,House,NoSeWa,Paved,RH,2.9,3.2,9468300
Velachery,1913,143,3,2,5,Partial,Yes,Commercial,AllPub,No Access,RL,2.9,3.5,15773770
Velachery,1729,17,2,1,4,Normal Sale,Yes,Others,AllPub,Gravel,RH,3.5,2.1,11157010
T Nagar,1717,49,1,1,4,AdjLand,Yes,Others,AllPub,Paved,RH,2.9,3,14086360
Karapakkam,1091,49,1,1,3,Normal Sale,Yes,House,ELO,Paved,I,2.7,2.4,6709500
KK Nagar,1629,111,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RM,4.6,2.4,15532620
KK Nagar,1724,107,2,1,4,Normal Sale,Yes,Commercial,NoSewr ,Paved,RH,4.5,4,14804680
Chrompet,1198,29,1,1,3,AdjLand,No,House,AllPub,Gravel,RH,4.6,2.2,9222850
Karapakkam,1329,109,1,1,3,AbNormal,No,Others,ELO,No Access,A,3.3,2.1,4288625
Anna Nagar,1634,160,1,1,4,AbNormal,Yes,Commercial,AllPub,Gravel,RM,3.8,3.3,20657270
Karapakkam,979,27,1,1,3,Normal Sale,Yes,House,NoSewr ,Paved,RM,4.6,2,7852000
Velachery,1749,154,2,1,4,Family,No,Commercial,ELO,Paved,C,3,3.3,12450220
Karapakkam,1446,79,2,2,4,Partial,No,Commercial,AllPub,Paved,RL,3.4,5,11284500
Chrompet,1034,85,1,1,3,Normal Sale,No,House,AllPub,Paved,RM,2.2,2.4,9123700
T Nagar,1722,166,1,1,4,AbNormal,No,House,NoSewr ,Gravel,RH,3.1,3.5,12030980
Anna Nagar,1978,121,2,1,5,Normal Sale,No,Others,NoSewr ,No Access,RH,4.9,4.4,13363810
Velachery,1529,184,2,1,4,AbNormal,Yes,Commercial,NoSeWa,No Access,A,2.7,3,11098160
Chrompet,1074,72,1,1,3,AdjLand,Yes,Commercial,AllPub,Paved,RH,4.5,3.2,13176350
KK Nagar,2341,192,4,2,6,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,3.2,4.9,18426920
Chrompet,1229,10,2,1,4,Family,No,Commercial,AllPub,Paved,RH,4.4,4,13461500
Chrompet,1215,177,2,1,4,AbNormal,Yes,Others,NoSeWa,Gravel,RH,3,4.7,10742050
Anna Nagar,1648,145,1,1,4,AbNormal,No,Others,NoSewr ,Gravel,RL,4.6,4.7,13486940
T Nagar,1795,51,1,1,4,Family,No,Others,AllPub,Paved,RM,3.1,4.4,13820610
Velachery,1889,49,3,2,5,Partial,No,Commercial,NoSewr ,No Access,RL,4.8,4.6,14837130
KK Nagar,1527,171,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,RM,2.5,3.6,10299920
Chrompet,951,96,1,1,3,Normal Sale,No,Commercial,NoSeWa,No Access,RH,4,2.2,10031100
T Nagar,1993,62,2,1,5,Family,Yes,House,NoSeWa,Paved,RH,3.4,3.6,13503490
KK Nagar,2329,2,4,2,6,Partial,Yes,Commercial,AllPub,Gravel,RM,2.1,4.7,19959560
Adyar,1094,1,1,1,3,Family,Yes,Others,ELO,No Access,C,4.2,3.4,7716505
T Nagar,1796,100,1,1,4,Family,Yes,House,NoSewr ,No Access,RM,2.4,2.1,12892760
Chrompet,946,45,1,1,3,Partial,No,House,AllPub,Paved,RL,2.1,3.5,7812550
Velachery,1697,26,2,1,4,Normal Sale,No,Others,AllPub,Gravel,RH,2.9,2.2,9586150
Anna Nagar,1813,186,2,1,5,Partial,No,Others,NoSeWa,Paved,RH,3.7,4.9,12195890
KK Nagar,1656,55,2,1,4,Normal Sale,Yes,House,NoSewr ,Gravel,RM,4.2,3.3,11574940
Anna Nagar,1738,37,1,1,4,AbNormal,Yes,Commercial,AllPub,Paved,RM,2.8,3.7,21194540
Chrompet,1155,42,1,1,3,Partial,Yes,House,AllPub,No Access,RM,2,2.2,9782000
Chrompet,768,9,1,1,2,Partial,No,Others,NoSewr ,No Access,RL,3.8,5,6633410
Velachery,1818,125,3,2,5,Family,Yes,Others,NoSeWa,No Access,C,3.8,2,8563860
Adyar,1199,190,1,1,3,AbNormal,No,Others,ELO,Gravel,RH,3.9,4.7,9882100
Anna Nagar,1658,157,1,1,4,Partial,No,Commercial,ELO,No Access,RM,2,2.5,17622540
KK Nagar,2034,18,3,2,5,Normal Sale,Yes,House,AllPub,Gravel,RM,3.4,3.8,12823400
Anna Nagar,1899,49,2,1,5,Partial,Yes,House,ELO,No Access,RL,3,3.4,12511230
KK Nagar,1621,93,2,1,4,AdjLand,Yes,Commercial,NoSewr ,Gravel,RM,3.4,3.4,16197860
Velachery,1660,107,2,1,4,Family,Yes,Others,NoSeWa,Paved,C,2.4,5,9311620
Karapakkam,1037,130,1,1,3,AbNormal,Yes,Commercial,AllPub,Gravel,A,4.4,2.4,8090500
Chrompet,868,171,1,1,3,Family,No,Others,NoSeWa,No Access,RL,2.8,4.3,7589010
Karapakkam,783,174,1,1,2,Partial,Yes,House,AllPub,Paved,RM,3.5,3.2,7101750
Velachery,1642,87,2,1,4,AdjLand,No,Commercial,NoSeWa,Gravel,RM,3.1,3.1,15340410
Anna Nagar,1618,158,1,1,4,Normal Sale,Yes,House,NoSeWa,No Access,RH,4,2.1,11040310
Velachery,1645,186,2,1,4,AbNormal,No,House,NoSewr ,Gravel,RL,3.5,2,9287430
Karapakkam,1150,103,1,1,3,Family,No,Others,NoSewr ,No Access,C,2.6,4.3,5100250
KK Nagar,2186,18,3,2,5,AbNormal,Yes,Others,AllPub,Gravel,RM,3.9,4.5,14088220
Velachery,1911,162,3,2,5,Family,No,Commercial,NoSeWa,Gravel,RL,2,2.2,15569210
Chrompet,1058,19,1,1,3,Partial,Yes,House,NoSeWa,No Access,RH,2.6,4.8,7545650
T Nagar,1720,80,1,1,4,Family,Yes,House,AllPub,No Access,RL,4.1,3.2,12123360
KK Nagar,1719,96,2,1,4,Partial,Yes,House,NoSeWa,Paved,RM,2.6,2.1,10622400
Chrompet,1191,102,1,1,3,Partial,Yes,Commercial,AllPub,Paved,RH,4.2,3,13355600
Anna Nagar,1903,183,2,1,5,Family,No,Others,NoSewr ,No Access,RL,4.6,3.3,13191580
Chrompet,1039,28,1,1,3,AbNormal,Yes,House,AllPub,No Access,RL,4,2.9,8743700
Adyar,816,21,1,1,3,AbNormal,No,House,ELO,Gravel,A,2.6,2.2,5742295
T Nagar,1848,113,2,1,5,Normal Sale,Yes,Commercial,NoSewr ,Paved,RM,3.4,2.2,22022260
Adyar,931,195,1,1,3,Family,No,Commercial,ELO,No Access,RH,3.4,2.5,10617420
KK Nagar,2062,157,3,2,5,Normal Sale,Yes,House,AllPub,Paved,RH,3,2.2,10908000
Velachery,1894,14,3,2,5,Family,Yes,Commercial,NoSewr ,No Access,A,2.6,4.6,13640240
Karapakkam,1474,144,2,2,4,Family,No,Others,NoSewr ,Gravel,I,2.8,2.1,7675500
Karapakkam,968,186,1,1,3,Partial,No,House,NoSeWa,No Access,RL,2.3,3,5801000
T Nagar,1827,73,2,1,5,Normal Sale,No,House,NoSeWa,Paved,RM,2.8,3.3,13258680
Chrompet,709,48,1,1,2,Normal Sale,No,House,NoSewr ,Paved,RM,3.2,3,7676450
Anna Nagar,1983,73,2,1,5,AbNormal,Yes,Others,NoSewr ,Paved,RH,2.7,3.5,14603420
KK Nagar,1464,67,2,1,4,Partial,No,Commercial,AllPub,Paved,RH,4,2,12009660
Adyar,1290,108,2,2,4,AdjLand,No,Others,AllPub,Paved,A,3.3,4.4,8545605
Karapakkam,558,129,1,1,2,Family,Yes,Commercial,ELO,Gravel,RL,3.7,2.4,7818500
KK Nagar,1863,175,3,2,5,AdjLand,No,Others,AllPub,Paved,RM,2.5,4.3,11935020
Adyar,1199,39,1,1,3,AbNormal,Yes,Commercial,AllPub,No Access,C,4.3,2.2,12569065
T Nagar,1631,35,1,1,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RH,2.1,3.1,19090950
Velachery,1576,169,2,1,4,Family,Yes,Others,NoSewr ,No Access,A,4.9,4.5,7740130
Chrompet,1148,82,1,1,3,AbNormal,Yes,Others,ELO,Gravel,RM,3.4,2,11074760
Anna Nagar,1792,62,1,1,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,3.6,2.5,20823790
T Nagar,1808,154,2,1,5,Family,No,House,NoSewr ,Gravel,RL,2.7,3.7,12893440
T Nagar,1877,131,2,1,5,AbNormal,No,House,AllPub,Gravel,RL,3.6,2.8,13575290
Velachery,1760,108,2,1,4,AdjLand,Yes,Others,NoSeWa,Paved,RM,2.2,3.2,12544800
Chrompet,966,163,1,1,3,Partial,No,Commercial,NoSewr ,Paved,RH,2.5,2.1,10458600
Karapakkam,979,85,1,1,3,AdjLand,Yes,Others,NoSeWa,Gravel,RH,2.5,3.3,7737625
Chrompet,1044,166,1,1,3,Family,No,House,AllPub,Paved,RL,4,2.8,8595800
Adyar,1180,69,1,1,3,Family,No,Commercial,AllPub,Paved,RL,4.6,4.1,14166140
Chrompet,1095,79,1,1,3,Partial,Yes,Others,NoSewr ,Gravel,RL,3.6,5,10209650
Chrompet,1202,149,2,1,4,AdjLand,No,Others,AllPub,No Access,RM,4.1,4.1,10428940
Adyar,691,77,1,1,2,Normal Sale,Yes,Commercial,ELO,Gravel,I,3.1,3.4,9987005
Karapakkam,1313,35,1,1,3,AbNormal,No,Commercial,ELO,No Access,RM,3.8,4.7,10554000
Adyar,625,168,1,1,2,AdjLand,No,Commercial,ELO,Paved,RH,3.1,4.4,8739100
KK Nagar,1933,186,3,2,5,Partial,No,Commercial,NoSeWa,Gravel,RL,3.7,3.2,15479240
Karapakkam,681,198,1,1,2,Family,Yes,House,AllPub,No Access,RM,4.4,2.6,6434750
Karapakkam,636,35,1,1,2,AbNormal,No,Others,AllPub,No Access,RH,2.4,3,4706750
Anna Nagar,1718,100,1,1,4,AdjLand,Yes,House,ELO,Gravel,RM,3.5,4.5,14419380
Karapakkam,1086,134,1,1,3,Normal Sale,Yes,House,NoSewr ,No Access,RL,4.7,3.3,6898750
Chrompet,845,65,1,1,3,Partial,No,Commercial,NoSewr ,No Access,RL,3.3,3.2,10081500
Anna Nagar,1774,158,1,1,4,Family,Yes,Others,NoSewr ,No Access,RM,4.8,3.7,14046370
Anna Nagar,1730,129,1,1,4,Partial,No,House,AllPub,Gravel,RL,3.8,4.9,12120330
Chrompet,1180,18,1,1,3,AdjLand,No,House,NoSewr ,Paved,RL,4.6,2.8,8937450
Velachery,1607,177,2,1,4,Normal Sale,No,Commercial,ELO,Paved,RL,3.4,3.5,13758930
Adyar,1182,193,1,1,3,Partial,No,Commercial,NoSeWa,No Access,RL,4.9,2.2,13205875
T Nagar,1539,100,1,1,4,Family,No,Commercial,NoSeWa,Gravel,RH,2.1,3,17061540
Karapakkam,1636,5,2,2,4,Partial,No,Others,AllPub,No Access,A,2.2,2.9,5624750
Karapakkam,1088,178,1,1,3,Family,No,Others,NoSeWa,Paved,RH,4.1,4.3,6368000
Karapakkam,1229,78,1,1,3,Partial,Yes,House,AllPub,Gravel,RH,2,2.1,8019500
Adyar,848,125,1,1,3,AbNormal,No,Others,NoSewr ,Gravel,A,3.4,4.9,6618400
Chrompet,1209,148,2,1,4,Family,Yes,Commercial,AllPub,Gravel,RH,3.9,4.3,14878750
KK Nagar,2041,85,3,2,5,Normal Sale,No,House,NoSeWa,Paved,RH,2.1,2.2,9625180
Adyar,618,22,1,1,2,AbNormal,No,Others,NoSewr ,Gravel,A,4.1,4.5,5546495
Anna Nagar,1750,124,1,1,4,Family,No,House,NoSeWa,Gravel,RL,2.5,3.7,11997230
Anna Nagar,1816,131,2,1,5,Partial,No,Others,ELO,No Access,RM,4.2,4.6,13275240
Karapakkam,793,153,1,1,2,Family,No,Others,NoSeWa,No Access,I,4.7,2.1,4398625
Velachery,1737,109,2,1,4,Family,No,Commercial,AllPub,Gravel,C,2.6,5,13296730
Adyar,658,155,1,1,2,AdjLand,No,House,AllPub,No Access,A,3.8,2.9,4479770
Adyar,1219,189,2,2,4,AdjLand,No,Others,ELO,Paved,RM,2.7,2,11155480
Karapakkam,1272,181,1,1,3,Normal Sale,No,Commercial,AllPub,Gravel,RH,2.4,2.2,10279750
Chrompet,919,72,1,1,3,Family,Yes,House,ELO,Gravel,RL,3,2.6,8984050
Anna Nagar,1741,46,1,1,4,Family,No,Others,AllPub,No Access,RL,2.2,3.5,12133700
Anna Nagar,1984,160,2,1,5,AdjLand,No,Others,ELO,Paved,RM,3.5,5,15185240
KK Nagar,2202,104,3,2,5,Family,Yes,Commercial,AllPub,Paved,RM,2.4,4.1,18670480
Adyar,630,52,1,1,2,AdjLand,Yes,Others,NoSewr ,Gravel,C,2.9,2.8,7385285
KK Nagar,1344,89,2,1,4,AbNormal,No,Commercial,AllPub,Paved,RM,4.6,5,13112560
Karapakkam,915,25,1,1,3,Partial,No,Commercial,AllPub,No Access,C,3,2.2,5858250
Velachery,1884,142,3,2,5,Family,No,House,NoSeWa,No Access,C,3.4,2.3,6860970
T Nagar,1989,46,2,1,5,Family,No,House,ELO,Paved,RL,4.3,5,12677940
